11
19
6
36
544
67
766
4
1
6
26
3
3
91
26
1
2
6
1
49
13
10
99
3
3
6
9
300
33
120
3
2
11
4
15
201
6
6
4
816
123
5
77
26
15
70
5
4
3
25
4
118
2
4
19
18
34
41
93
16
65
13
65
111
4
70
12
102
512
3
2
796
43
420
1
98
3
1
11
188
3
215
5
5
84
389
3
55
126
3
272
62
4
240
1
3
750
5
475
86
62
121
1
4
2
2
64
8
250
3
9
18
2
34
52
21
86
54
9
124
15
63
2
3
20
2
6
4
10
2
5
127
40
101
450
128
6
15
28
5
216
516
5
420
624
135
32
13
8
8
11
381
11
5
18
21
270
180
38
81
84
81
16
201
69
7
191
194
207
445
682
14
2
19
60
4
435
9
110
38
41
6
88
195
156
19
8
16
378
374
59
4
45
32
614
18
375
570
21
112
136
5
6
6
9
70
9
9
42
16
213
4
15
51
34
894
9
825
12
125
4
3
9
7
16
1
21
7
26
5
9
4
43
34
13
1
68
877
22
29
9
7
480
13
19
31
15
7
9
3
5
28
32
13
5
3
18
64
36
18
3
12
13
31
21
34
30
13
5
27
6
15
5
6
7
12
5
5
21
7
18
27
8
12
84
8
42
10
46
8
16
11
9
48
20
72
261
24
52
14
